link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/27218/sistemas-de-fixacao-resinosos-nanoinfiltracao-dureza-e-microcisalhamento/,Dentística restauradora##Cimentos de resina##Porcelana dentária##Resistência de união (odontologia)##Resistência ao cisalhamento,18234##152989##19804##11235##7618
/pt/auxilios/27223/avaliacao-in-vitro-da-influencia-de-substancias-quimicas-auxiliares-endodonticas-na-resistencia-e-lo/,Hipoclorito de sódio##Clorexidina##Endodontia,40286##6243##157869
/pt/auxilios/27245/estudo-dos-cimentos-resinosos-convencionais-e-autoadesivos-ultramorfologia-e-resistencia-de-uniao-a/,Microscopia eletrônica##Dentina##Cimentos de resina##Resistência de união (odontologia)##Grau de conversão dos cimentos dentários,3862##5663##152989##11235##164727
/pt/auxilios/25861/envolvimento-de-sinais-co-estimulatorios-na-progressao-da-periodontite-apical-cronica/,Imunologia##Imunorregulação##Linfócitos T,158012##161469##2047
/pt/auxilios/25907/estudo-biomecanico-da-conexao-implantepilar-protetico-em-implantes-dos-sistemas-hexagono-externo-h/,Implantodontia##Implantes osseointegrados##Biomecânica,1365##6051##424
/pt/auxilios/25972/deteccao-e-quantificacao-na-saliva-e-no-sangue-do-epstein-barr-virus-ebv-em-lesoes-de-leucoplasia/,AIDS##Leucoplasia pilosa##HIV##Reação em cadeia da polimerase em tempo real,5895##152692##292##160909
/pt/auxilios/25985/terapia-laser-em-baixa-intensidade-em-pacientes-portadores-da-sindrome-de-ardencia-bucal-estudo-com/,Disgeusia##Síndrome da ardência bucal##Terapia a laser,153071##19587##10350
/pt/auxilios/26639/tempo-de-condicionamento-da-dentina-higida-e-afetada-por-carie-de-dentes-deciduos-e-permanentes-ef/,Odontopediatria##Adesivos dentinários##Dentina##Cárie dentária,158162##15631##5663##311
/pt/auxilios/26646/utilizacao-do-laser-de-er-cr-ysgg-em-tecidos-mole-e-osseo-e-no-tratamento-da-doenca-periodontal-ind/,Doenças periodontais##Regeneração tecidual guiada periodontal##Terapia a laser,5504##7300##10350
/pt/auxilios/26709/influencia-do-clareamento-dental-nas-propriedades-oticas-do-esmalte-e-dentina/,Clareamento de dente##Tensoativos##Peróxido de hidrogênio##Peróxido de carbamida##Propriedades ópticas##Espectrofotometria##Fluorescência,13845##1952##3433##149250##15146##2932##2245
/pt/auxilios/27221/saude-bucal-e-qualidade-de-vida-em-adolescentes/,Saúde bucal##Saúde pública##Qualidade de vida##Adolescentes,1593##157772##4066##1098
/pt/auxilios/27250/efeito-do-design-da-uniao-soldada-em-estruturas-confeccionadas-em-ti-comercialmente-puro-sobre-a-r/,Titânio,1363
/pt/auxilios/25289/estudo-comparativo-da-remodelacao-ossea-apos-a-disjuncao-da-sutura-palatina-mediana-experimental-sob/,Terapia a laser##Remodelação óssea##Angiogênese,10350##20574##161797
/pt/auxilios/25859/acao-da-terapia-fotodinamica-sobre-o-biofilme-dentario-humano/,Clorofila##Clorexidina##LED##Terapia fotodinâmica,4445##6243##17961##150454
/pt/auxilios/25860/estudo-dos-efeitos-da-terapia-fotodinamica-sobre-streptococcus-mutans/,Estresse oxidativo##Dentina##Terapia fotodinâmica##Cárie dentária##Streptococcus mutans##Terapia a laser,843##5663##150454##311##5068##10350
/pt/auxilios/25863/ensaio-clinico-longitudinal-randomizado-da-remocao-quimico-mecanica-de-lesoes-de-carie-com-gel-papa/,Dentística##Cárie dentária##Dentina##Cimentos de ionômeros de vidro,7616##311##5663##3746
/pt/auxilios/25963/estudo-comparativo-in-vitro-dos-componentes-organicos-e-inorganicos-da-dentina-esclerosada-e-saudave/,Dentística##Dentina esclerosada##Microscopia de força atômica##Microscopia eletrônica##Colágeno,7616##19816##16011##3862##3617
/pt/auxilios/25965/avaliacao-temporal-e-espacial-da-expressao-das-metaloproteinases-de-matriz-tipo-de-membrana-mt2-mt/,Metaloproteinases da matriz##Zimografia##Imuno-histoquímica##Reação em cadeia por polimerase (PCR)##Western blotting,2786##19820##162220##6714##8446
/pt/auxilios/26176/citotoxicidade-aderencia-e-invasao-de-cepas-de-aggregatibacter-actinomycetemcomitans-isolados-de-pa/,Doenças periodontais##Periodontite agressiva##Fatores de virulência##Aderência bacteriana##Citotoxicidade##Toxinas bacterianas##Leucotoxinas##Aggregatibacter actinomycetemcomitans,5504##152924##5779##148329##6595##16596##170505##162072
/pt/auxilios/26578/regeneracao-ossea-de-cavidades-cirurgicamente-criadas-e-preenchidas-com-osso-autogeno-triturado-ou-e/,Traumatologia##Enxerto ósseo##Transplante autólogo##Regeneração óssea##Reabsorção óssea,20514##6965##1622##3451##17861
/pt/auxilios/26581/avaliacao-das-etapas-iniciais-do-sinal-insulinico-em-ratos-tratados-cronicamente-com-fluoreto-de-sod/,Diabetes mellitus##Resistência à insulina,997##1266
/pt/auxilios/26649/avaliacao-da-influencia-dos-tecidos-moles-sobre-a-densidade-ossea-mandibular/,Radiografia dentária digital##Densidade óssea##Mandíbula##Músculos,8402##3088##967##8289
/pt/auxilios/28332/influencia-da-osteoporose-tipo-i-sobre-a-osseointegracao-de-implantes-de-ativacao-imediata/,Implantodontia##Implantes osseointegrados,1365##6051
/pt/auxilios/28334/expressao-genica-em-sitios-com-periodontite-cronica-em-individuos-portadores-de-diabetes-mellitus/,Doenças periodontais##Periodontite,5504##872
/pt/auxilios/28563/alteracoes-morfologicas-e-fenotipicas-das-celulas-mioepiteliais-estimuladas-por-celulas-de-carcinoma/,Transformação celular neoplásica##Carcinoma de células escamosas##Adenoma pleomórfico##Carcinoma ex-adenoma pleomórfico##Matriz extracelular##Fenótipo,158257##1032##152311##169990##2920##152207
/pt/auxilios/27224/efeito-da-aplicacao-de-fluor-fosfato-acidulado-e-uso-de-dentifricio-fluoretado-na-desmineralizacao-d/,Odontopatias##Cárie dentária##Dentina##Flúor##Dentifrícios##Biofilmes##Microbiologia oral##Idosos##Estudo in situ,147875##311##5663##312##151504##733##5729##508##165961
/pt/auxilios/27225/estudo-da-atividade-da-anidrase-carbonica-vi-e-sua-associacao-com-os-parametros-bioquimicos-e-ph-do/,Cárie dentária##Placa bacteriana,311##313
/pt/auxilios/25908/avaliacao-da-adaptacao-marginal-em-pilares-pre-fabricados-e-das-tensoes-transmitidas-a-implantes-por/,Prótese dentária##Implantes osseointegrados##Titânio##Propriedades mecânicas,3465##6051##1363##1372
/pt/auxilios/28144/analise-imunoistoquimica-do-processo-de-reparo-de-enxertos-osseos-autogenos-sob-influencia-de-lasert/,Enxerto ósseo##Reparo ósseo##Implantes osseointegrados##Terapia a laser de baixa intensidade##Imuno-histoquímica##Coelhos,6965##14727##6051##10351##162220##6982
/pt/auxilios/25962/radiografias-panoramicas-como-meio-auxiliar-no-diagnostico-da-osteoporose/,Medicina bucal##Osteoporose##Diagnóstico por imagem##Radiografia panorâmica##Mulheres,7984##8148##804##152866##683
/pt/auxilios/25982/perda-de-insercao-periodontal-em-uma-populacao-brasileira-com-deficiencia-isolada-do-hormonio-de-cre/,Doenças periodontais##Hormônio do crescimento##Hipoadrenocorticismo familiar##Perda da inserção periodontal,5504##8220##170509##170510
/pt/auxilios/26583/efeitos-do-laser-e-da-terapia-fotodinamica-no-tratamento-periodontal-de-ratas-ovariectomizadas-com/,Clínica odontológica##Doenças periodontais##Osteoporose##Perda do osso alveolar##Fotoquimioterapia##Terapia de reposição hormonal,157911##5504##8148##163533##355##679
/pt/auxilios/26647/propriedade-antifungica-de-resina-para-base-de-protese-modificada-com-nanoparticulas-de-prata/,Nanopartículas##Próteses e implantes##Resinas acrílicas##Adesão##Anti-infecciosos##Estomatite##Candida albicans,64##1432##8052##173517##162377##8569##3119
/pt/auxilios/26726/imunolocalizacao-dos-marcadores-de-formacao-e-reabsorcao-ossea-em-regeneracao-ossea-guiada-em-ratas/,Imuno-histoquímica##Remodelação óssea##Enxerto ósseo##Regeneração tecidual guiada##Doenças ósseas metabólicas##Modelos animais de doenças,162220##20574##6965##3021##19449##159079
/pt/auxilios/25918/comparacao-entre-duas-tecnicas-cirurgicas-para-recobrimento-radicular-em-pacientes-fumantes-estudo/,Cirurgia periodontal##Retração gengival##Hábito de fumar,19766##18232##161788
/pt/auxilios/26654/avaliacao-da-estabilidade-das-pre-ativacoes-das-molas-t-do-grupo-b-confeccionadas-com-fios-de-tita/,Materiais ortodônticos##Molas ortodônticas##Titânio##Molibdênio,158234##150331##1363##7369
/pt/auxilios/28329/efeito-cariostatico-de-sistemas-adesivos-auto-condicionantes-um-estudo-in-situ/,Dentística##Prevenção##Adesivos dentinários##In situ,7616##173418##15631##174286
/pt/auxilios/28331/avaliacao-da-diversidade-bacteriana-presente-no-biofilme-subgengival-de-individuos-com-doenca-period/,Doenças periodontais##Placa bacteriana##Identificação de bactérias##Microbiota##RNA ribossômico 16S,5504##313##161754##164256##17991
/pt/auxilios/25865/avaliacao-do-efeito-de-um-verniz-experimental-de-tif4-comparado-a-vernizes-e-solucoes-de-naf-e-a-sol/,Dentina##Esmalte dentário##Abrasão dentária##Erosão dentária##Fluoretos tópicos##Titânio,5663##2231##14768##152365##155354##1363
/pt/auxilios/25866/deteccao-da-expressao-dos-genes-als-de-candida-albicans-por-meio-de-rt-pcr-apos-desinfeccao-quimic/,Prótese dentária##Micro-ondas##Candida albicans,3465##160855##3119
/pt/auxilios/25977/avaliacao-dos-efeitos-da-instrumentacao-de-canais-radiculares-comparando-sistemas-rotatorios-de-niti/,Instrumentos endodônticos,153084
/pt/auxilios/25978/avaliacao-da-possibilidade-do-silano-proteger-o-esmalte-e-a-dentina/,Dentina##Prevenção##Sensibilidade,5663##173418##176372
/pt/auxilios/26655/efeito-da-guia-de-desoclusao-pelo-canino-em-comparacao-a-oclusao-balanceada-bilateral-sobre-a-sati/,Oclusão dentária##Prótese total##Estudos cross-over,28091##4600##153120
/pt/auxilios/26656/efeitos-da-movimentacao-ortodontica-na-expressao-de-mediadores-inflamatorios-nos-tecidos-periodontai/,Doenças periodontais##Extrusão ortodôntica##Mediadores da inflamação##Óxido nítrico##Interleucinas##Remodelação óssea##Reação em cadeia da polimerase via transcriptase reversa (RT-PCR),5504##163700##1483##1252##1093##20574##149884
/pt/auxilios/26661/detectando-sinais-de-risco-para-osteoporose-atraves-do-estudo-de-radiografias-digitais-odontologicas/,Radiografia dentária digital##Cavidade pulpar##Endodontia##Imagem digital,8402##10932##157869##2025
/pt/auxilios/28455/caracterizacao-imunologica-dos-niveis-inflamatorios-periodontais-nos-estagios-da-doenca-renal-cronic/,Imunologia##Doenças periodontais##Insuficiência renal crônica,158012##5504##6124
/pt/auxilios/27230/avaliacao-clinica-e-microbiologica-de-sistemas-adesivos-aplicados-sobre-dentina-apos-a-remocao-parc/,Dente decíduo##Adesivos dentinários##Materiais dentários,19719##15631##222
/pt/auxilios/27255/avaliacao-do-potencial-antifungico-de-propolis-de-apis-mellifera-contra-leveduras-do-genero-candida/,Doenças periodontais##Candida##Anti-infecciosos##Compostos bioativos##Própolis,5504##5074##162377##162322##120
/pt/auxilios/25922/estudo-da-forca-de-mordida-eficiencia-mastigatoria-da-eletromiografia-e-movimentacao-mandibular-em/,Eletromiografia##Eficiência mastigatória##Força de mordida,11027##176973##19772
/pt/auxilios/26650/avaliacao-do-efeito-do-fumo-na-osteogenese-sobre-diferentes-superficies-de-titanio-estudo-in-vitro/,Implantes dentários##Implantes osseointegrados##Topografia##Hábito de fumar##Cultura de células,1367##6051##597##161788##4904
/pt/auxilios/26660/determinacao-da-atividade-antimicrobiana-de-uma-resina-acrilica-para-base-protetica-combinada-a-um-m/,Anti-infecciosos##Resinas acrílicas##Prótese total,162377##8052##4600
/pt/auxilios/26719/efeito-de-diferentes-fatores-na-polimerizacao-de-um-cimento-resinoso-e-na-resistencia-de-uniao-entre/,Porcelana dentária##Cimentos de resina##Resistência de união (odontologia)##Cor##Microtração,19804##152989##11235##9435##159861
/pt/auxilios/28299/caracterizacao-vibracional-fisica-e-mecanica-da-degradacao-de-compositos-dentais/,Dentística##Degradação##Rugosidade##Raman##Materiais compósitos##Espectroscopia,7616##173535##173549##173854##260##820
/pt/auxilios/28333/pre-aquecimento-de-cimentos-resinosos-de-dupla-ativacao-na-simulacao-de-restauracoes-indiretas-de-ce/,Dentística restauradora##Cimentos dentários,18234##8915
/pt/auxilios/25876/avaliacao-do-efeito-de-inibidores-de-metaloproteinases-de-matriz-sobre-a-erosao-dentaria-estudos-in/,Camellia sinensis##Erosão dentária##Abrasão dentária##Clorexidina,3233##152365##14768##6243
/pt/auxilios/25983/analise-da-citotoxicidade-do-hipoclorito-de-sodio-a-1-da-clorexidina-a-2-e-do-endoquil-sobre-a-fu/,Toxicidade##Hipoclorito de sódio##Clorexidina##Macrófagos,5392##40286##6243##663
/pt/auxilios/26160/consorcio-entre-periodontopatogenos-e-especies-nao-orais-e-suas-interacoes-com-celulas-epiteliais-da/,Doenças periodontais##Microbiologia oral,5504##5729
/pt/auxilios/26601/analises-clinica-e-clinicafotografica-de-restauracoes-adesivas-realizadas-em-lesoes-cervicais-nao-c/,Resinas compostas,3509
/pt/auxilios/26653/efeito-direto-e-transdentinario-do-led-660-nm-sobre-celulas-de-linhagem-odontoblastica/,Odontoblastos##Cultura de células##LED,27932##4904##17961
/pt/auxilios/28146/influencia-da-fadiga-ciclica-na-resistencia-a-fratura-de-coroas-cimentadas-e-parafusadas-sobre-impla/,Implantes osseointegrados##Materiais cerâmicos##Porcelana dentária##Resistência dos materiais##Fadiga dos materiais,6051##232##19804##1378##1241
/pt/auxilios/27229/formacao-e-desenvolvimento-de-biofilme-de-candida-spp-sobre-a-superficie-de-resina-a-base-de-polim/,Prótese dentária##Resinas sintéticas##Biofilmes##Candida##Morfologia dentária##Virulência,3465##16359##733##5074##15630##875
/pt/auxilios/27248/caracterizacao-dos-efeitos-imediatos-e-em-longo-prazo-da-aplicacao-de-metodos-modulados-na-fotoativa/,Materiais compósitos##Técnicas de fotoativação##Propriedades mecânicas##Restauração dentária##Resistência de união (odontologia),260##170334##1372##6718##11235
/pt/auxilios/25872/efeito-da-termociclagem-e-do-retardamento-da-polimerizacao-da-base-de-cimento-de-ionomero-de-vidro-n/,Dentística##Cura luminosa de adesivos dentários##Cimentos endodônticos##Ciclagem térmica (odontologia)##Cimentos de ionômeros de vidro##Resinas compostas##Resistência de união (odontologia),7616##19741##20501##19742##3746##3509##11235
/pt/auxilios/25916/avaliacao-histologica-histomorfometrica-e-imunoistoquimica-do-efeito-de-farmacos-fostossensiveis-at/,Implantes osseointegrados##Ósseointegração##Reparo ósseo##Fármacos fotossensibilizantes,6051##3597##14727##117242
/pt/auxilios/25936/estudo-de-adesao-proliferacao-e-sintese-de-proteinas-por-osteoblastos-cultivados-e-submetidos-a-aca/,Aparelhos ortodônticos##Técnicas de movimentação dentária##Osteoblastos##Cultura de células,148017##168823##152126##4904
/pt/auxilios/25986/epidemiologia-da-doenca-periodontal-destrutiva-em-uma-populacao-isolada-brasileira-prevalencia-ext/,Microbiologia##Doenças periodontais##Epidemiologia##Fatores de risco,158001##5504##157796##1076
/pt/auxilios/25991/proteinas-e-polimorfismos-de-genes-de-reparo-de-dna-na-fotocarcinogenese-em-labio/,Raios ultravioleta##Polimorfismo genético##Carcinoma de células escamosas,2917##151781##1032
/pt/auxilios/26186/papel-dos-receptores-vaniloides-sub-tipo-1-trpv1-e-sua-interacao-funcional-com-endotelinas-na-modu/,Articulação temporomandibular##Endotelinas##Hiperalgesia##Inflamação neurogênica,149669##4941##3014##152942
/pt/auxilios/26584/efeito-de-materiais-utilizados-como-selantes-de-fossulas-e-fissuras-no-biofilme-dental-formado-in-si/,Flúor##Materiais dentários##Biofilmes##Selantes de fossas e fissuras##Cárie dentária,312##222##733##6004##311
/pt/auxilios/28540/avaliacao-da-presenca-de-mastocitos-e-da-expressao-das-metaloproteinases-2-e-9-na-evolucao-da-doenca/,Metaloproteinase 9 da matriz##Ovariectomia##Mastócitos##Periodontite##Inflamação##Metaloproteinase 2 da matriz,153010##8351##2890##872##665##153009
/pt/auxilios/25934/funcionalizacao-de-microtopografia-de-titanio-com-peptideo-sintetico-de-colageno-i-p-15-efeitos-s/,Osteogênese##Cultura de células##Titânio,1361##4904##1363
/pt/auxilios/25938/influencia-do-laser-de-baixa-intensidade-associado-a-proteina-osteoindutora-rhbmp-2-no-reparo-de-def/,Defeitos ósseos##Osteoporose##Reparo ósseo##Terapia a laser de baixa intensidade##Imuno-histoquímica##Morfometria,169001##8148##14727##10351##162220##734
/pt/auxilios/25946/descontaminacao-da-superficie-de-implantes-dentarios-por-meio-da-terapia-fotodinamica/,Prótese dentária##Laser##Implantes dentários##Descontaminação##Terapia fotodinâmica,3465##1613##1367##148114##150454
/pt/auxilios/26657/efeito-citotoxico-de-agente-clareador-sobre-celulas-odontoblastoides/,Clareamento de dente##Peróxido de hidrogênio##Polpa dentária,13845##3433##13892
/pt/auxilios/26662/material-obturador-contendo-mta-ou-hidroxido-de-calcio-estudo-histopatologico-em-dentes-de-caes/,Obturação do canal radicular##Teste de biocompatibilidade##Hidróxido de cálcio##Cimentos dentários##Cães,12995##8885##5495##8915##3722
/pt/auxilios/27254/isolamento-de-fracoes-ativas-de-extratos-de-punica-granatum-na-inibicao-de-candida-spp/,Antifúngicos##Candida##Extratos vegetais,3848##5074##6332
/pt/auxilios/26724/estudo-in-vivo-da-acao-do-tratamento-endodontico-sobre-endotoxinas-e-metaloproteinases-da-matriz-mm/,Polimixina B##Necrose da polpa dentária##Endotoxinas##Citocinas##Hidróxido de cálcio##Metaloproteinases da matriz,153058##149307##8605##662##5495##2786
/pt/auxilios/28369/resposta-autonomica-em-individuos-com-paralisia-cerebral/,Sistema nervoso autônomo##Paralisia cerebral##Saliva##Sistema nervoso simpático##Sistema nervoso parassimpático##Cárie dentária,6285##5857##4724##794##153111##311
/pt/auxilios/28456/avaliacao-dos-aspectos-histopatologicos-da-periodontite-induzida-em-ratos-previamente-expostos-a-cic/,Ciclosporinas##Imunossupressão,158598##6957
/pt/auxilios/27259/acao-de-oleos-essenciais-de-mentha-spp-sobre-a-formacao-de-biofilme-em-candida-spp/,Doenças periodontais##Candida##Anti-infecciosos##Biofilmes,5504##5074##162377##733
/pt/auxilios/25969/analise-da-via-do-akt-na-expressao-da-proteina-mdm2-em-neoplasias-de-glandula-salivar/,Patologia bucal##Neoplasias das glândulas salivares##Adenoma pleomórfico##Carcinoma adenoide cístico##Proteínas proto-oncogênicas##Proteínas oncogênicas,3635##6348##152311##16072##150738##5587
/pt/auxilios/26585/acao-da-terapia-fotodinamica-no-tratamento-da-doenca-periodontal-experimentalmente-induzida-em-ratos/,Clínica odontológica##Doenças periodontais##Perda do osso alveolar##Nicotina##Fotoquimioterapia,157911##5504##163533##7392##355
/pt/auxilios/26589/avaliacao-de-diferentes-carreadores-para-bmp2-no-processo-de-reparacao-ossea-em-cavidades-cirurgicam/,Traumatologia##Reparo ósseo##Ósseointegração##Proteínas morfogenéticas ósseas##Imuno-histoquímica,20514##14727##3597##7319##162220
/pt/auxilios/26606/reparo-osseo-de-defeitos-de-tamanho-critico-tratados-com-plasma-rico-em-plaquetas-derivado-do-sangue/,Defeitos ósseos##Transplante ósseo##Reparo ósseo##Plasma rico em plaquetas##Medula óssea##Células-tronco mesenquimais##Histomorfometria óssea,169001##7117##14727##149394##5640##16463##165225
/pt/auxilios/27260/avaliacao-clinica-imunoenzimatica-e-microbiologica-na-periodontia-do-tratamento-da-doenca-a-regene/,Periodontite agressiva,152924
/pt/auxilios/25914/avaliacao-comparativa-entre-enxertos-alogenos-e-autogenos-onlay-estudo-histologico-imunohistoqui/,Reparo ósseo##Transplante homólogo,14727##8246
/pt/auxilios/25988/efeito-do-abandono-do-habito-de-fumar-nas-condicoes-periodontais-de-fumantes/,Hábito de fumar##Tabagismo##Epidemiologia##Periodontite,161788##4525##157796##872
/pt/auxilios/26610/avaliacao-da-influencia-do-plasma-rico-em-plaquetas-e-do-laser-de-baixa-intensidade-na-cicatrizacao/,Plasma rico em plaquetas##Laser de baixa intensidade##Reparação periodontal##Terapia a laser de baixa intensidade##Fatores de crescimento,149394##163350##162589##10351##3369
/pt/auxilios/26731/extensometria-estudo-das-deformacoes-ao-redor-de-tres-implantes-cone-morse-com-posicionamento-line/,Extensometria##Próteses e implantes##Biomecânica,159809##1432##424
/pt/auxilios/28447/o-impacto-da-condicao-periodontal-sobre-a-ocorrencia-de-patogenos-periodontais-em-recem-nascidos-cr/,Doenças periodontais##Epidemiologia bucal##Fatores de risco##Grupos etários##Hábito de fumar,5504##155128##1076##14205##161788
/pt/auxilios/27235/influencia-da-flutuacao-hormonal-feminina-na-forca-maxima-de-mordida-e-eficiencia-mastigatoria-comp/,Prótese dentária##Força de mordida##Hormônios esteroides gonadais##Desordens craniomandibulares##Mulheres##Reprodução,3465##19772##10962##53376##683##1606
/pt/auxilios/27238/metodos-de-fotoativacao-modulados-efeito-na-longevidade-de-restauracoes-confeccionadas-com-composit/,Materiais compósitos##Técnicas de fotoativação##Materiais dentários,260##170334##222
/pt/auxilios/26670/efeito-da-acao-de-ions-fluoretos-nas-propriedades-mecanicas-das-ligas-ti-35nb-5zr-e-ti-35nb-10zr/,Implantes dentários##Ligas de titânio##Corrosão##Propriedades mecânicas,1367##162407##1000##1372
/pt/auxilios/25941/avaliacao-instrumental-do-sistema-estomatognatico-analise-de-sua-contribuicao-para-o-diagnostico-e/,Eletromiografia##Força de mordida##Disfunção temporomandibular##Sistema estomatognático,11027##19772##148037##150303
/pt/auxilios/26166/expressao-de-genes-envolvidos-na-formacao-de-biofilmes-em-isolados-clinicos-de-porphyromonas-gingiva/,Microbiologia oral##Expressão gênica##Porphyromonas gingivalis##Biofilmes,5729##874##7512##733
/pt/auxilios/26684/aderencia-in-vitro-de-streptococcus-mutans-e-candida-albicans-em-implantes-dentarios-de-superficie-l/,Placa bacteriana##Implantes dentários##Streptococcus##Candida albicans,313##1367##5764##3119
/pt/auxilios/27194/uso-de-agentes-antibacterianos-na-dentina-desmineralizada-e-contaminada-por-smutans-analise-morfol/,Clorexidina,6243
/pt/auxilios/27242/caracteristicas-de-virulencia-de-genotipos-de-streptococcus-mutans-isolados-de-biofilme-cariogenico/,Virulência##Placa bacteriana##Cariologia##Streptococcus mutans,875##313##165725##5068
/pt/auxilios/25879/analise-da-interacao-age-rage-e-da-expressao-de-citocinas-no-periodonto-de-ratos-diabeticos/,Periodontite##Diabetes mellitus,872##997
/pt/auxilios/25940/estudo-dos-fatores-interferentes-na-adaptacao-marginal-de-proteses-confeccionadas-em-ti-cp-e-ligas-a/,Prótese dentária##Adaptação marginal dentária##Titânio comercialmente puro (cp)##Cimentação de coroas,3465##159810##165228##149701
/pt/auxilios/25947/avaliacao-in-situ-do-processo-de-desmineralizacao-e-remineralizacao-ocorrido-durante-e-apos-o-clarea/,Dentística##Clareamento de dente##Esmalte dentário##Laser##Fluorescência##Desmineralização do dente,7616##13845##2231##1613##2245##15800
/pt/auxilios/26664/efeito-da-inibicao-de-metaloproteinases-da-matriz-dentinaria-na-producao-e-estabilidade-mecanica-da/,Metaloproteinases##Degradação##Adesivos dentinários##Cárie dentária##Clorexidina##Dentina##Odontopediatria,3203##173535##15631##311##6243##5663##158162
/pt/auxilios/26673/estudo-da-participacao-de-reguladores-negativos-endogenos-da-atividade-de-stat1-e-stat3-socs-1-soc/,Doenças periodontais##Peptídeos e proteínas de sinalização intracelular##Citocinas##Expressão de proteínas##Reação em cadeia da polimerase em tempo real,5504##150919##662##159837##160909
/pt/auxilios/26675/efeito-de-diferentes-tratamentos-com-plasma-na-adesao-de-candida-albicans-em-uma-resina-para-base-de/,Prótese parcial removível##Resinas acrílicas##Candida albicans##Aderência bacteriana,23899##8052##3119##148329
/pt/auxilios/28337/efeitos-clinicos-e-microbiologicos-da-associacao-sistemica-de-amoxicilina-e-metronidazol-a-raspagem/,Doenças periodontais##Periodontite agressiva##Tratamento periodontal##Raspagem dentária##Antibioticoprofilaxia##Sondas de DNA,5504##152924##7325##153198##151333##160851
/pt/auxilios/25878/influencia-de-diferentes-agentes-dessensibilizantes-na-condutividade-hidraulica-da-dentina-e-na-forc/,Dentística restauradora##Prótese dentária##Sensibilidade da dentina##Dessensibilizantes dentinários##Hiperestesia##Período pós-operatório,18234##3465##7677##160920##19749##6954
/pt/auxilios/25924/estabilidade-de-cor-de-compositos-submetidos-a-envelhecimento-artificial-acelerado-estudo-in-situ/,Materiais restauradores do canal radicular##Materiais compósitos##Propriedades mecânicas##Microscopia eletrônica de varredura##Envelhecimento artificial##Envelhecimento acelerado,223##260##1372##7819##178001##178180
/pt/auxilios/26616/avaliacao-microbiologica-e-efeito-da-pasta-de-hidroxido-de-calcio-associada-a-clorexidina-como-medic/,Dente decíduo##Bactérias##Endodontia##Microbiologia,19719##346##157869##158001
/pt/auxilios/26672/avaliacao-in-vitro-da-citotoxicidade-de-monomeros-plastificante-e-produtos-de-degradacao-liberados/,Reembasadores de prótese##Prótese dentária##Citotoxicidade##Ácidos##Monômeros##Polimerização,8053##3465##6595##3452##162701##2130
/pt/auxilios/27199/forca-de-destorque-de-parafusos-proteticos-efeito-do-desajuste-marginal-conferencia-do-torque-e-ma/,Implantodontia,1365
/pt/auxilios/27257/analise-da-resistencia-a-microtracao-e-microdureza-knoop-em-restauracoes-classe-i-com-diferentes-tra/,Dentística restauradora##Microtração##Adesivos dentinários##Técnicas de fotoativação,18234##159861##15631##170334
/pt/auxilios/26683/efeitos-da-terapia-fotodinamica-sobre-a-patogenicidade-de-c-albicans-e-c-dubliniensis-na-candidose/,Terapia fotodinâmica##Candidose##Candida albicans##Candida dubliniensis##Virulência,150454##7541##3119##164354##875
/pt/auxilios/23984/influencia-da-desadaptacao-em-diferentes-pilares-e-dois-materiais-de-recobrimento-estetico-no-sistem/,Biomecânica##Prótese dentária##Implantes osseointegrados##Revestimento de dentadura##Retenção em prótese dentária##Método dos elementos finitos,424##3465##6051##158829##153104##423
/pt/auxilios/24020/novas-abordagens-para-controle-de-fatores-associados-aos-implantes-osseointegrados/,Implantes dentários##Regeneração óssea##Tabagismo##Hábito de fumar,1367##3451##4525##161788
/pt/auxilios/22809/avaliacao-histometrica-do-uso-de-celulas-doligamento-periodontal-na-regeneracao-periodontal-em-caes/,Regeneração tecidual guiada##Ligamento periodontal##Engenharia tecidual##Terapia baseada em transplante de células e tecidos##Cães,3021##20382##148562##164713##3722
/pt/auxilios/25650/a-infeccao-odontogenica-e-sua-associacao-com-a-doenca-de-alzheimer/,Doença de Alzheimer##Patologia bucal##Dor facial,1947##3635##149596
/pt/auxilios/25939/incorporacao-de-um-monomero-anti-septico-em-resina-acrilica-para-base-de-protese/,Resinas acrílicas##Prótese parcial removível##Anti-sépticos##Citotoxicidade##Fibroblastos,8052##23899##14974##6595##1979
/pt/auxilios/26614/aumento-de-maxilas-atroficas-com-enxertos-alogenos-para-a-reabilitacao-com-implantes-estudo-tomogra/,Próteses e implantes##Implantes dentários de titânio##Transplante autólogo##Ósseointegração,1432##169003##1622##3597
/pt/auxilios/26679/efeito-de-tratamento-de-superficies-e-do-tamanho-de-particula-de-oxido-de-aluminio-na-resistencia-ao/,Restauração dentária##Cimentos de resina##Resistência de união (odontologia)##Resistência ao cisalhamento,6718##152989##11235##7618
/pt/auxilios/26680/avaliacao-in-vitro-da-citotoxicidade-de-resinas-acrilicas-para-reembasamento-baseadas-em-uma-nova-fo/,Próteses e implantes##Resinas acrílicas##Citotoxicidade,1432##8052##6595
/pt/auxilios/28335/analise-da-resistencia-de-uniao-nanoinfiltracao-e-caracteristicas-ultramorfologicas-das-interfaces/,Dentística restauradora##Cimentos dentários,18234##8915
/pt/auxilios/27197/analise-de-metilacao-no-promotor-dos-genes-da-il-8-inos-timp-2-e-timp-3-em-individuos-fumantes-e-n/,Etiologia,164058
